INCIDENT_ID,DATE,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,MULTIPLE_OFFENSE
CR_102635,21-MAR-04,1,36,34,2,1,15,10,0,5,1,174,1.0,92,53,36,0
CR_143784,04-DEC-10,0,19,19,1,3,6,4,0,5,1,174,0.0,92,29,0,1
CR_19381,09-SEP-94,5,8,7,7,3,18,13,1,2,4,21,3.0,24,142,34,0
CR_29481,08-APR-95,0,33,32,2,1,6,4,0,5,1,174,0.0,98,29,43,1
CR_53858,16-OCT-98,0,33,32,2,1,5,6,0,5,1,174,0.0,103,93,43,1
CR_196404,04-DEC-18,0,36,34,2,1,1,0,1,5,1,174,,92,87,43,1
CR_120004,26-JUL-07,0,4,4,6,5,6,4,0,5,1,174,1.0,103,62,34,1
CR_65970,12-JUL-00,0,4,4,6,5,4,2,1,5,1,249,1.0,18,80,34,1
CR_25667,27-SEP-95,0,4,4,6,5,4,2,0,5,1,174,0.0,54,29,48,1
CR_168036,11-NOV-14,0,6,6,4,1,8,3,1,6,1,249,1.0,48,29,34,1
CR_141405,08-JUL-09,0,49,49,6,5,4,2,1,6,1,249,1.0,103,103,34,1
CR_127440,13-JUN-08,7,4,4,6,5,9,8,0,5,1,174,0.0,112,29,23,1
CR_153660,09-JUN-11,0,45,45,10,3,6,4,3,3,1,127,1.0,103,62,34,1
CR_129822,30-APR-08,0,20,20,10,3,8,3,1,6,1,74,1.0,103,142,34,1
CR_22557,19-MAR-94,7,36,34,2,1,9,8,1,5,1,174,1.0,92,62,34,1
CR_140143,09-FEB-09,0,37,37,0,0,7,1,0,5,1,174,0.0,24,29,0,1
CR_113772,04-JUN-06,0,7,8,7,3,2,7,1,2,1,0,1.0,72,62,34,1
CR_76861,01-NOV-01,0,21,23,4,1,2,7,0,5,1,174,1.0,103,130,34,1
CR_124512,17-JUN-07,0,33,32,2,1,7,1,0,5,1,174,1.0,92,62,34,1
CR_67393,11-JAN-00,0,16,15,0,0,1,0,3,6,1,174,0.0,112,29,43,1
CR_121542,04-JUN-07,0,9,10,7,3,4,2,2,2,1,316,1.0,34,142,34,1
CR_142926,16-APR-10,0,4,4,6,5,4,2,1,6,1,249,1.0,59,93,34,1
CR_129485,28-MAY-08,0,16,15,0,0,5,6,1,6,2,249,2.0,103,29,34,1
CR_91437,01-DEC-03,0,5,5,3,5,6,4,1,6,1,174,0.0,72,24,34,1
CR_80391,31-JAN-01,0,39,39,6,5,2,7,0,5,1,174,1.0,72,29,34,1
CR_189258,28-JUL-17,1,36,34,2,1,15,10,1,5,1,174,,103,93,43,1
CR_64027,10-OCT-99,0,47,48,7,3,4,2,1,6,1,316,1.0,103,29,34,1
CR_113700,11-APR-06,0,6,6,4,1,7,1,0,5,1,249,1.0,112,62,34,1
CR_143224,07-JUL-10,0,6,6,4,1,6,4,1,5,1,174,0.0,112,29,0,1
CR_40236,04-OCT-96,0,45,45,10,3,3,5,1,6,1,249,1.0,103,142,34,1
CR_90667,10-MAY-03,0,4,4,6,5,4,2,2,5,1,316,1.0,98,130,34,1
CR_194278,26-DEC-18,0,21,23,4,1,4,2,0,5,1,249,1.0,103,133,34,1
CR_151823,31-OCT-11,5,33,32,2,1,17,11,0,5,1,174,0.0,72,93,43,1
CR_25019,05-SEP-95,0,4,4,6,5,1,0,3,2,2,67,1.0,72,80,34,0
CR_65895,22-JUN-00,0,4,4,6,5,6,4,0,5,1,174,1.0,103,29,34,1
CR_99052,24-MAY-04,0,9,10,7,3,5,6,1,5,1,174,1.0,24,130,34,1
CR_69887,10-APR-00,0,35,30,3,5,1,0,0,5,1,174,1.0,103,29,34,1
CR_185882,15-AUG-17,0,5,5,3,5,5,6,1,2,1,0,1.0,109,62,34,1
CR_192524,12-APR-18,0,4,4,6,5,6,4,2,6,1,0,1.0,72,6,34,1
CR_59165,06-AUG-99,0,9,10,7,3,5,6,1,6,1,303,1.0,116,107,34,1
CR_123275,29-SEP-07,0,24,24,0,0,2,7,1,5,1,316,1.0,12,107,34,1
CR_49201,12-APR-98,0,4,4,6,5,7,1,0,5,1,174,0.0,67,119,0,1
CR_90214,08-NOV-03,0,4,4,6,5,4,2,1,6,1,249,1.0,98,29,34,1
CR_149178,05-JUN-11,0,4,4,6,5,1,0,0,5,1,174,1.0,103,93,34,1
CR_67169,27-FEB-00,0,14,17,9,0,5,6,0,5,3,174,0.0,98,29,0,1
CR_7433,15-OCT-92,0,33,32,2,1,5,6,0,5,1,174,0.0,72,93,48,1
CR_103808,17-OCT-04,0,45,45,10,3,6,4,0,5,5,174,0.0,18,53,15,0
CR_141363,06-MAY-09,1,49,49,6,5,15,10,1,6,1,249,1.0,103,62,34,1
CR_175633,03-MAY-15,0,30,35,7,3,3,5,1,2,1,249,1.0,103,103,34,1
CR_42846,10-JAN-97,0,4,4,6,5,6,4,2,6,1,316,1.0,72,62,34,1
CR_19434,02-JAN-94,1,9,10,7,3,15,10,1,6,2,0,2.0,103,29,34,1
CR_56794,20-AUG-99,0,3,2,3,5,3,5,1,5,6,249,6.0,103,29,34,1
CR_106442,19-JUL-05,0,6,6,4,1,5,6,1,2,2,0,2.0,2,142,34,1
CR_160899,09-MAY-13,1,2,3,10,3,16,12,1,6,1,0,1.0,34,29,34,1
CR_49084,29-NOV-98,0,4,4,6,5,4,2,0,5,1,174,1.0,92,62,34,1
CR_123708,15-MAY-07,0,29,29,9,0,4,2,0,5,1,174,0.0,112,29,43,1
CR_152102,09-DEC-11,0,33,32,2,1,6,4,0,5,1,174,0.0,112,93,43,1
CR_8561,14-APR-92,0,36,34,2,1,1,0,0,5,1,127,0.0,103,93,43,1
CR_104946,25-MAR-05,0,4,4,6,5,5,6,1,6,2,316,2.0,103,103,34,1
CR_157457,05-JUL-12,0,24,24,0,0,2,7,1,6,1,0,1.0,109,29,34,1
CR_188000,19-JAN-17,5,24,24,0,0,18,13,1,6,1,249,2.0,40,87,34,1
CR_72924,14-SEP-01,0,4,4,6,5,4,2,0,5,1,174,1.0,103,93,34,1
CR_164142,22-DEC-13,1,30,35,7,3,11,17,1,5,1,0,1.0,72,103,34,1
CR_42271,16-DEC-97,1,4,4,6,5,15,10,0,5,2,249,2.0,103,29,34,1
CR_44322,01-OCT-97,0,21,23,4,1,2,7,0,5,1,174,0.0,103,29,43,1
CR_128265,11-JUN-08,0,4,4,6,5,4,2,1,6,1,249,1.0,103,29,34,1
CR_27187,04-DEC-95,0,19,19,1,3,6,4,0,5,2,174,2.0,103,29,34,1
CR_179547,23-OCT-16,0,6,6,4,1,5,6,0,5,2,174,1.0,59,29,24,0
CR_124875,09-SEP-07,0,36,34,2,1,1,0,0,5,1,102,0.0,18,133,46,1
CR_197952,03-AUG-18,1,47,48,7,3,15,10,0,5,1,174,0.0,92,129,0,1
CR_100745,19-JUL-04,0,24,24,0,0,6,4,0,5,1,316,0.0,98,142,34,1
CR_11580,04-SEP-93,0,4,4,6,5,2,7,1,1,1,316,1.0,72,119,34,1
CR_197853,02-APR-18,0,45,45,10,3,1,0,0,5,1,174,1.0,103,80,34,1
CR_141236,29-MAR-09,0,48,47,4,1,8,3,0,5,1,174,0.0,24,93,0,1
CR_48678,07-SEP-97,0,49,49,6,5,5,6,4,6,1,316,1.0,109,29,34,1
CR_135792,12-FEB-09,0,4,4,6,5,4,2,0,5,2,174,2.0,103,93,34,1
CR_156038,09-JAN-12,0,9,10,7,3,4,2,1,5,1,174,0.0,24,93,0,1
CR_196307,02-MAY-18,0,36,34,2,1,1,0,1,2,1,303,,92,93,43,1
CR_135070,22-JUN-09,0,2,3,10,3,6,4,1,5,1,249,1.0,103,25,34,1
CR_158770,22-DEC-12,0,36,34,2,1,1,0,2,3,1,316,1.0,92,62,34,1
CR_58196,03-JAN-99,0,4,4,6,5,1,0,0,5,1,249,1.0,103,29,34,1
CR_117820,15-JUN-06,0,37,37,0,0,6,4,1,2,1,0,1.0,113,29,34,1
CR_49133,25-MAR-98,0,4,4,6,5,5,6,2,6,2,249,2.0,72,29,34,1
CR_150593,11-OCT-11,0,21,23,4,1,5,6,0,5,1,328,1.0,103,142,34,1
CR_192332,08-OCT-18,0,4,4,6,5,1,0,1,6,1,316,1.0,2,62,34,1
CR_89986,04-JUN-03,0,4,4,6,5,4,2,0,5,1,174,1.0,72,142,34,1
CR_169460,07-JUN-14,0,24,24,0,0,7,1,2,6,1,0,1.0,72,29,34,1
CR_71254,09-AUG-00,1,44,44,1,3,16,12,1,6,1,249,1.0,98,25,34,1
CR_176900,24-JUN-15,0,37,37,0,0,2,7,1,2,1,313,0.0,92,130,0,1
CR_30152,09-JUL-95,0,36,34,2,1,1,0,0,5,1,174,0.0,92,93,46,1
CR_27965,03-MAY-95,0,23,21,4,1,8,3,0,5,2,249,2.0,103,119,34,1
CR_54963,17-MAY-98,1,36,34,2,1,15,10,0,5,1,174,0.0,92,29,48,1
CR_128757,19-MAR-08,0,5,5,3,5,6,4,0,5,1,249,1.0,112,93,34,1
CR_96326,25-APR-03,0,45,45,10,3,1,0,1,6,1,316,1.0,72,62,34,1
CR_28628,01-JUL-95,0,25,25,9,0,6,4,1,1,2,249,2.0,103,29,34,1
CR_108008,05-JUN-05,0,24,24,0,0,7,1,0,5,1,328,1.0,98,62,34,1
CR_36802,25-JUN-96,0,24,24,0,0,5,6,1,6,1,249,2.0,103,29,34,1
CR_155500,22-AUG-12,1,5,5,3,5,16,12,0,5,1,174,0.0,110,93,46,1
CR_28821,23-OCT-95,0,30,35,7,3,4,2,3,2,2,67,1.0,72,62,36,0
CR_101782,05-APR-04,0,33,32,2,1,5,6,0,5,1,174,0.0,92,93,50,1
CR_178814,27-JAN-16,0,4,4,6,5,1,0,3,6,1,0,1.0,72,103,34,1
CR_76207,22-APR-01,0,17,16,0,0,7,1,0,5,1,174,0.0,18,93,46,1
CR_70600,15-APR-00,0,37,37,0,0,8,3,2,6,1,249,1.0,103,29,34,1
CR_37855,19-AUG-96,0,33,32,2,1,7,1,1,6,4,249,4.0,92,93,34,1
CR_102473,29-FEB-04,0,36,34,2,1,1,0,0,5,1,174,0.0,103,93,43,1
CR_133614,19-SEP-08,7,42,42,7,3,9,8,0,5,1,174,0.0,92,29,23,1
CR_149025,03-MAY-11,0,4,4,6,5,3,5,0,5,1,174,1.0,103,29,34,1
CR_12802,06-APR-93,0,16,15,0,0,8,3,1,2,1,316,1.0,48,29,34,1
CR_5175,21-FEB-92,1,9,10,7,3,15,10,0,5,1,174,1.0,103,29,34,1
CR_162938,31-MAY-13,1,20,20,10,3,16,12,1,6,2,111,2.0,103,53,34,0
CR_26167,27-APR-95,0,4,4,6,5,6,4,0,5,10,174,0.0,18,93,46,1
CR_21280,31-DEC-94,0,33,32,2,1,6,4,1,6,1,316,1.0,103,103,34,1
CR_175486,07-MAR-15,7,29,29,9,0,9,8,2,6,1,249,1.0,110,14,34,1
CR_98441,14-OCT-04,0,4,4,6,5,2,7,1,6,1,316,1.0,72,14,34,1
CR_127230,22-APR-08,0,3,2,3,5,3,5,1,6,1,316,1.0,72,80,34,1
CR_122050,27-AUG-07,1,18,18,9,0,11,17,0,5,1,174,0.0,92,119,0,1
CR_100610,26-AUG-04,0,24,24,0,0,4,2,1,6,1,249,0.0,72,29,34,1
CR_22289,23-MAR-94,0,36,34,2,1,1,0,0,5,1,174,0.0,103,29,43,1
CR_68172,21-FEB-00,0,22,22,7,3,7,1,1,6,1,174,0.0,103,29,43,1
CR_44598,11-SEP-97,1,22,22,7,3,15,10,1,2,1,316,1.0,112,62,34,1
CR_109947,14-APR-05,1,36,34,2,1,15,10,1,6,1,249,1.0,103,93,34,1
CR_114567,10-NOV-06,0,21,23,4,1,6,4,0,5,1,174,1.0,98,142,34,1
CR_102455,02-APR-04,1,36,34,2,1,15,10,0,5,1,174,0.0,92,93,0,1
CR_151713,04-JUL-11,0,30,35,7,3,2,7,0,5,1,174,1.0,98,29,34,1
CR_40116,07-FEB-96,0,45,45,10,3,6,4,4,6,1,249,1.0,103,29,34,1
CR_97211,22-MAY-04,0,3,2,3,5,1,0,3,2,1,316,1.0,92,142,34,1
CR_155859,27-OCT-12,0,7,8,7,3,2,7,1,5,1,303,1.0,103,119,34,1
CR_147696,22-MAY-10,0,47,48,7,3,4,2,0,5,1,316,1.0,72,136,34,1
CR_156916,07-FEB-12,0,24,24,0,0,8,3,2,3,1,174,0.0,59,142,23,1
CR_186131,06-OCT-17,0,7,8,7,3,2,7,1,2,1,316,1.0,72,107,34,1
CR_158420,10-MAR-12,0,33,32,2,1,7,1,0,5,1,174,0.0,112,93,43,1
CR_57553,10-MAY-99,0,4,4,6,5,1,0,2,6,1,249,1.0,103,62,34,1
CR_1025,23-MAR-91,1,22,22,7,3,15,10,4,2,2,0,2.0,24,142,34,1
CR_76728,09-JUL-01,0,21,23,4,1,5,6,1,6,1,316,1.0,89,14,34,1
CR_77520,08-JUN-01,0,24,24,0,0,6,4,0,5,1,174,0.0,112,29,43,1
CR_154039,23-DEC-11,0,49,49,6,5,7,1,1,6,16,21,16.0,103,29,34,0
CR_118670,05-SEP-06,0,45,45,10,3,8,3,1,6,1,249,1.0,103,29,34,1
CR_132897,01-NOV-08,5,36,34,2,1,13,18,1,6,1,316,1.0,103,107,34,1
CR_198337,10-JUL-18,0,49,49,6,5,5,6,0,5,1,174,0.0,88,93,23,1
CR_44418,04-JUN-97,7,21,23,4,1,9,8,0,5,1,249,1.0,112,62,34,1
CR_187638,18-JUN-17,1,22,22,7,3,15,10,0,5,1,249,1.0,59,29,34,1
CR_164038,06-JUL-13,0,30,35,7,3,9,8,3,6,1,249,1.0,103,29,34,1
CR_39626,18-SEP-96,0,39,39,6,5,4,2,0,5,1,174,1.0,103,80,34,1
CR_154712,06-JAN-12,1,4,4,6,5,15,10,2,2,1,249,1.0,103,62,34,1
CR_135646,12-JAN-09,0,4,4,6,5,1,0,0,5,1,174,0.0,24,93,0,1
CR_197775,09-SEP-18,0,45,45,10,3,2,7,1,6,1,290,1.0,12,136,34,1
CR_135348,23-SEP-09,0,4,4,6,5,3,5,0,5,1,174,1.0,98,130,34,1
CR_75005,12-NOV-01,0,4,4,6,5,5,6,1,6,1,316,1.0,72,29,34,1
CR_168694,18-FEB-14,1,19,19,1,3,11,17,1,6,1,249,1.0,72,29,34,1
CR_19705,09-APR-94,0,15,14,3,5,4,2,0,5,1,174,0.0,59,93,23,1
CR_79513,15-JUN-01,0,36,34,2,1,1,0,0,5,1,174,0.0,103,93,43,1
CR_132837,22-FEB-08,1,36,34,2,1,15,10,0,5,2,174,0.0,103,93,43,1
CR_100428,20-DEC-04,0,24,24,0,0,8,3,0,5,2,174,0.0,92,142,9,0
CR_92260,06-OCT-03,0,17,16,0,0,5,6,1,6,2,316,2.0,103,62,34,1
CR_101672,04-MAY-04,0,33,32,2,1,8,3,0,5,1,174,0.0,48,93,0,1
CR_44295,26-MAY-97,0,21,23,4,1,2,7,1,2,1,249,1.0,98,142,34,1
CR_35263,20-JUN-96,0,16,15,0,0,4,2,1,2,2,67,2.0,72,142,34,0
CR_33502,08-JUL-96,0,4,4,6,5,7,1,3,6,1,316,1.0,72,29,34,1
CR_24488,15-JAN-95,0,3,2,3,5,1,0,1,2,2,0,2.0,103,62,34,1
CR_57428,23-JAN-99,0,4,4,6,5,1,0,3,6,2,200,2.0,98,62,34,0
CR_74129,26-SEP-01,0,4,4,6,5,4,2,0,5,2,249,2.0,98,130,34,1
CR_137261,07-SEP-09,0,18,18,9,0,6,4,1,6,1,174,0.0,59,77,0,1
CR_186530,07-DEC-17,0,16,15,0,0,1,0,1,6,1,316,1.0,72,29,34,1
CR_48606,27-AUG-97,1,49,49,6,5,15,10,0,5,2,0,2.0,103,62,34,1
CR_86343,10-MAR-02,0,26,27,9,0,4,2,1,6,4,249,4.0,103,29,34,1
CR_40346,04-JAN-96,0,45,45,10,3,1,0,1,2,1,316,1.0,72,119,34,1
CR_12372,12-JUL-93,0,15,14,3,5,9,8,3,6,1,249,1.0,84,142,34,1
CR_176632,10-APR-15,0,37,37,0,0,7,1,1,6,1,328,1.0,103,29,34,1
CR_139879,15-JUN-09,1,36,34,2,1,15,10,0,5,1,290,1.0,103,93,36,0
CR_184436,29-OCT-16,0,51,50,7,3,6,4,1,2,1,249,1.0,103,142,34,1
CR_188308,24-JAN-17,0,26,27,9,0,4,2,1,6,2,249,2.0,103,29,34,1
CR_114562,15-SEP-06,0,21,23,4,1,5,6,2,3,2,0,2.0,12,29,34,1
CR_93595,15-NOV-03,0,25,25,9,0,7,1,2,6,1,249,1.0,103,29,34,1
CR_66743,01-AUG-00,0,6,6,4,1,7,1,1,6,1,0,1.0,109,29,34,1
CR_58619,16-FEB-99,1,4,4,6,5,17,11,0,5,1,174,0.0,18,87,46,1
CR_162407,27-AUG-13,0,9,10,7,3,5,6,2,2,1,316,1.0,72,107,34,1
CR_195655,16-SEP-18,0,33,32,2,1,6,4,0,5,1,249,1.0,103,29,34,1
CR_121114,23-JUL-07,0,4,4,6,5,4,2,0,5,1,249,1.0,103,93,34,1
CR_128047,18-JUL-08,0,4,4,6,5,5,6,0,5,1,249,1.0,109,130,34,1
CR_86779,11-MAR-02,0,33,32,2,1,7,1,0,5,1,174,0.0,113,130,0,1
CR_81100,28-SEP-01,0,45,45,10,3,7,1,1,5,1,174,0.0,18,138,46,1
CR_155380,11-AUG-12,0,4,4,6,5,2,7,0,5,1,174,0.0,111,93,23,1
CR_110314,05-APR-05,0,36,34,2,1,4,2,0,5,1,249,1.0,92,130,34,1
CR_117040,08-MAY-06,0,35,30,3,5,1,0,1,5,1,249,1.0,72,29,34,1
CR_65419,13-APR-00,0,4,4,6,5,1,0,1,6,1,316,1.0,92,29,34,1
CR_118646,01-MAR-06,0,45,45,10,3,4,2,0,5,1,249,1.0,103,119,34,1
CR_169046,07-AUG-14,0,21,23,4,1,2,7,2,2,1,249,1.0,2,103,34,1
CR_126438,19-JUL-07,0,46,46,3,5,4,2,1,6,1,249,1.0,103,29,34,1
CR_152492,17-OCT-11,1,36,34,2,1,15,10,1,6,1,0,1.0,92,80,34,1
CR_20777,23-OCT-94,0,26,27,9,0,3,5,1,6,1,249,1.0,103,29,34,1
CR_50921,13-FEB-98,0,5,5,3,5,4,2,1,6,1,0,1.0,103,29,34,1
CR_90723,03-AUG-03,1,4,4,6,5,15,10,1,6,1,174,1.0,103,119,34,1
CR_146677,22-NOV-10,0,37,37,0,0,4,2,1,6,1,249,1.0,72,29,34,1
CR_113266,18-NOV-06,0,4,4,6,5,2,7,0,5,1,174,1.0,103,107,34,1
CR_6143,01-JAN-92,0,21,23,4,1,2,7,1,6,1,174,1.0,103,80,34,1
CR_146079,28-NOV-10,0,36,34,2,1,1,0,1,2,1,303,1.0,92,93,36,0
CR_149777,22-SEP-11,5,6,6,4,1,10,15,1,6,1,249,1.0,112,29,34,1
CR_72756,09-MAY-01,0,3,2,3,5,1,0,0,5,1,127,1.0,98,80,34,1
CR_66618,21-AUG-00,0,5,5,3,5,7,1,1,5,1,174,1.0,98,130,34,1
CR_68617,21-MAY-00,1,24,24,0,0,11,17,0,5,1,174,1.0,103,80,34,1
CR_33298,23-APR-96,0,4,4,6,5,5,6,1,6,1,0,1.0,72,80,34,1
CR_135095,29-JAN-09,0,2,3,10,3,7,1,2,6,2,316,2.0,112,0,34,1
CR_694,24-JUL-91,0,21,23,4,1,2,7,1,6,2,179,1.0,92,80,36,0
CR_13606,20-FEB-93,1,22,22,7,3,15,10,3,2,5,0,5.0,92,142,34,1
CR_47204,10-AUG-97,1,36,34,2,1,15,10,1,2,1,249,1.0,92,142,34,1
CR_189851,24-JUN-17,0,37,37,0,0,5,6,0,5,1,174,0.0,109,142,0,1
CR_136418,17-FEB-09,0,5,5,3,5,7,1,1,6,1,249,1.0,103,14,34,1
CR_126448,25-FEB-07,0,46,46,3,5,6,4,1,2,1,0,1.0,103,29,34,1
CR_33943,21-APR-96,0,4,4,6,5,2,7,4,6,2,179,1.0,72,62,34,0
CR_64285,21-JUL-99,0,49,49,6,5,2,7,1,6,1,316,1.0,72,62,34,1
CR_73162,17-DEC-01,1,4,4,6,5,15,10,0,5,1,249,1.0,116,130,34,1
CR_19008,11-AUG-94,0,4,4,6,5,2,7,1,2,1,316,1.0,103,14,34,1
CR_95918,25-JUL-03,0,44,44,1,3,2,7,2,6,4,200,0.0,98,14,34,0
CR_138716,24-DEC-09,0,30,35,7,3,7,1,1,2,1,316,1.0,103,107,34,1
CR_46804,12-OCT-97,0,36,34,2,1,1,0,0,5,1,174,0.0,92,93,46,1
CR_2938,14-MAY-91,0,36,34,2,1,1,0,1,6,1,174,0.0,18,133,46,1
CR_137193,12-JAN-09,0,18,18,9,0,7,1,1,6,1,0,1.0,103,80,34,1
CR_177347,15-MAY-15,0,44,44,1,3,9,8,1,6,2,98,2.0,103,115,34,0
CR_110598,21-JUL-05,0,39,39,6,5,4,2,2,6,1,0,1.0,72,29,34,1
CR_75999,10-NOV-01,0,16,15,0,0,4,2,1,6,1,316,1.0,89,6,34,1
CR_101881,09-MAR-04,0,33,32,2,1,6,4,0,5,1,174,0.0,112,93,43,1
CR_48780,01-JAN-97,0,52,52,3,5,9,8,2,3,2,316,2.0,98,119,34,1
CR_106605,28-NOV-05,1,9,10,7,3,16,12,1,6,1,249,1.0,103,142,34,1
CR_198125,05-SEP-18,5,48,47,4,1,12,16,1,2,1,316,1.0,24,87,34,1
CR_75605,13-OCT-01,1,9,10,7,3,15,10,1,5,1,174,1.0,98,130,34,1
CR_43483,01-JUL-97,0,15,14,3,5,7,1,1,6,2,316,2.0,12,80,34,1
CR_83922,02-JUN-02,0,4,4,6,5,5,6,1,6,1,316,1.0,72,62,34,1
CR_194821,29-APR-18,0,24,24,0,0,6,4,1,2,1,0,1.0,113,142,34,1
CR_16312,03-JUN-93,1,36,34,2,1,15,10,1,2,1,0,1.0,92,142,34,1
CR_19775,30-MAR-94,0,15,14,3,5,6,4,1,1,1,174,1.0,103,142,34,1
CR_155751,01-NOV-12,0,6,6,4,1,5,6,1,6,1,249,1.0,72,29,34,1
CR_120477,04-JUL-07,0,4,4,6,5,8,3,0,5,1,174,1.0,72,80,34,1
CR_107321,13-JAN-05,0,21,23,4,1,4,2,0,5,1,249,0.0,103,103,34,1
CR_154399,18-AUG-12,1,2,3,10,3,16,12,1,2,1,74,1.0,92,29,34,1
CR_79066,09-JUN-01,0,35,30,3,5,1,0,0,5,1,174,1.0,103,93,34,1
CR_147919,03-MAY-10,0,49,49,6,5,4,2,0,5,1,174,1.0,103,29,34,1
CR_60600,19-NOV-99,1,24,24,0,0,12,16,0,5,1,218,0.0,72,142,48,1
CR_88131,11-MAY-02,0,37,37,0,0,2,7,1,6,1,316,1.0,72,103,34,1
CR_127549,20-DEC-08,1,4,4,6,5,15,10,1,5,1,316,1.0,24,107,34,1
CR_161184,24-DEC-13,0,4,4,6,5,5,6,0,5,2,174,2.0,103,29,34,1
CR_22617,04-JUL-94,0,37,37,0,0,6,4,1,6,1,249,1.0,72,29,34,1
CR_180811,31-OCT-16,7,21,23,4,1,9,8,1,1,1,249,1.0,110,29,34,1
CR_68157,10-JAN-00,0,21,23,4,1,7,1,1,5,1,0,1.0,103,29,34,1
CR_15808,19-JUN-93,0,36,34,2,1,1,0,0,2,1,303,1.0,92,142,34,1
CR_194177,09-JUL-18,1,20,20,10,3,16,12,0,5,1,74,1.0,103,93,34,1
CR_136755,22-SEP-09,0,7,8,7,3,2,7,0,5,1,102,1.0,103,62,34,1
CR_129926,10-SEP-08,0,21,23,4,1,7,1,1,6,1,249,1.0,72,29,34,1
CR_178353,19-MAY-16,0,3,2,3,5,1,0,2,6,1,0,1.0,103,29,34,1
CR_129367,23-FEB-08,0,14,17,9,0,4,2,2,6,2,316,2.0,24,29,34,1
CR_61116,08-JUN-99,0,25,25,9,0,3,5,0,6,1,249,1.0,103,142,34,1
CR_86551,13-MAY-02,0,32,31,4,1,9,8,1,6,1,316,0.0,18,103,34,1
CR_99846,05-DEC-04,0,21,23,4,1,8,3,0,5,1,174,0.0,31,29,34,1
CR_144200,08-OCT-10,0,21,23,4,1,2,7,1,6,2,249,2.0,72,29,34,1
CR_131334,02-JUL-08,0,30,35,7,3,4,2,1,6,1,249,1.0,72,29,34,1
CR_85586,27-SEP-02,1,22,22,7,3,15,10,0,5,1,174,0.0,112,29,48,1
CR_159256,04-JUL-12,0,37,37,0,0,5,6,1,6,1,316,1.0,92,103,34,1
CR_74856,13-OCT-01,1,4,4,6,5,15,10,2,6,2,249,2.0,34,130,34,1
CR_82827,03-AUG-02,0,4,4,6,5,1,0,2,2,1,316,1.0,72,80,34,1
CR_95187,22-SEP-03,1,36,34,2,1,15,10,0,5,1,174,0.0,92,124,43,1
CR_25364,20-SEP-95,0,4,4,6,5,4,2,6,6,1,0,1.0,112,29,34,1
CR_21003,16-SEP-94,0,33,32,2,1,5,6,0,5,1,174,0.0,103,29,43,1
CR_29722,01-JUN-95,0,36,34,2,1,8,3,1,6,1,249,1.0,92,29,34,1
CR_89940,12-MAR-03,0,3,2,3,5,2,7,0,5,1,249,1.0,18,93,34,1
CR_179424,15-FEB-16,7,4,4,6,5,9,8,3,6,1,316,1.0,110,29,34,1
CR_177616,21-MAR-15,0,45,45,10,3,7,1,0,5,1,316,1.0,103,93,34,1
CR_165243,19-MAR-13,1,36,34,2,1,15,10,1,2,1,316,1.0,92,93,34,1
CR_69155,29-OCT-00,0,32,31,4,1,7,1,0,5,1,174,1.0,34,107,34,1
CR_74430,22-FEB-01,0,4,4,6,5,4,2,2,6,1,316,1.0,72,29,34,1
CR_136163,02-MAR-09,1,4,4,6,5,15,10,1,6,2,0,2.0,112,14,34,1
CR_34159,24-NOV-96,0,4,4,6,5,2,7,1,6,1,316,1.0,12,62,34,1
CR_137781,19-AUG-09,0,21,23,4,1,7,1,0,5,1,174,0.0,54,29,23,1
CR_74865,08-JUN-01,0,4,4,6,5,5,6,0,5,1,174,0.0,112,80,23,1
CR_120033,07-SEP-07,0,4,4,6,5,4,2,1,6,1,249,1.0,103,14,34,1
CR_195774,05-JAN-18,0,33,32,2,1,7,1,0,5,1,174,,103,93,43,1
CR_15552,23-APR-93,0,35,30,3,5,2,7,2,6,2,316,2.0,72,29,34,1
CR_41347,08-JUN-97,1,4,4,6,5,15,10,3,6,1,249,1.0,72,142,34,1
CR_187285,11-JUL-17,0,21,23,4,1,7,1,0,5,1,174,0.0,109,93,0,1
CR_42142,29-MAR-97,0,4,4,6,5,6,4,2,6,2,249,2.0,72,62,34,1
CR_142830,21-DEC-10,0,4,4,6,5,2,7,1,6,2,249,2.0,103,62,34,1
CR_125172,11-JAN-07,1,37,37,0,0,11,17,1,6,1,249,1.0,112,29,34,1
CR_1860,13-MAR-91,0,33,32,2,1,7,1,0,5,1,249,1.0,103,93,34,1
CR_98540,29-OCT-04,0,4,4,6,5,5,6,0,5,1,249,1.0,98,62,34,1
CR_6019,31-OCT-92,0,21,23,4,1,6,4,3,3,1,249,1.0,92,62,34,1
CR_48643,23-DEC-97,0,49,49,6,5,8,3,0,5,1,127,1.0,103,62,34,1
CR_65073,26-MAY-00,0,4,4,6,5,1,0,4,6,1,249,1.0,72,29,34,1
CR_89327,06-MAY-02,0,49,49,6,5,5,6,2,6,1,127,1.0,103,119,34,1
CR_94698,04-JUL-03,0,36,34,2,1,6,4,1,6,1,249,1.0,92,29,34,1
CR_105744,22-JUN-05,0,4,4,6,5,3,5,0,5,1,174,0.0,18,29,46,1
CR_61461,08-JAN-99,0,33,32,2,1,6,4,0,5,1,174,0.0,98,62,43,1
CR_114111,10-NOV-06,0,14,17,9,0,4,2,4,6,1,174,0.0,12,62,0,1
